id,internal_id,title_abbreviation,address,price,price_per_unit_area,size_with_square_meter,construction_year,levels,bedrooms,bathrooms,date,extraction_date,geo_lat,geo_lng,company_title,account_id,ad_group_id,url,dimos,perioxi,type,area,price_per_area,level_list,min_level,level_length,temp_no,temp_date_unit,days_passed
814502765,47118367,Διαμέρισμα 54 τ.μ.,Αθήνα (Κουντουριώτικα),550.0,10,54 τ.μ.,1970.0,['0'],1.0,1.0,πριν από 1 εβδομάδα,2023-06-01,37.99185003837465,23.753984423347784,,2265935.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814502765/athhna-koyntoyriwtika-550-54,Αθήνα,Κουντουριώτικα,Διαμέρισμα,54.0,10.185185185185185,[0.0],0.0,1,1,εβ,7
813950335,47088480,Διαμέρισμα 96 τ.μ.,Αθήνα (Άνω Πατήσια),620.0,6,96 τ.μ.,1979.0,['5'],2.0,1.0,πριν από 2 εβδομάδες,2023-06-01,38.01732,23.743196,,1721077.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/813950335/athhna-anw-pathsia-620-96,Αθήνα,Άνω Πατήσια,Διαμέρισμα,96.0,6.458333333333333,[5.0],5.0,1,2,εβ,14
814655028,47124957,Διαμέρισμα 28 τ.μ.,Αθήνα (Πλατεία Αμερικής),330.0,12,28 τ.μ.,1976.0,['0.5'],1.0,1.0,πριν από 6 ημέρες,2023-06-01,38.001633,23.730644,Τζαφέρης Εμμανουήλ,1760143.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814655028/athhna-plateia-amerikhs-330-28,Αθήνα,Πλατεία Αμερικής,Διαμέρισμα,28.0,11.785714285714286,[0.5],0.5,1,6,ημ,6
815039583,47141614,Διαμέρισμα 90 τ.μ.,Αθήνα (Σταθμός Λαρίσης),700.0,8,90 τ.μ.,1970.0,['5'],2.0,1.0,πριν από 2 ημέρες,2023-06-01,37.99791522896568,23.72049270060715,D&S Properties,2210109.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815039583/athhna-stathmos-larishs-700-90,Αθήνα,Σταθμός Λαρίσης,Διαμέρισμα,90.0,7.777777777777778,[5.0],5.0,1,2,ημ,2
814925130,47136414,Διαμέρισμα 100 τ.μ.,Αθήνα (Γκάζι),800.0,8,100 τ.μ.,1970.0,['2'],3.0,2.0,πριν από 3 ημέρες,2023-06-01,37.97811770143876,23.709707819654984,,490595.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814925130/athhna-gkazi-800-100,Αθήνα,Γκάζι,Διαμέρισμα,100.0,8.0,[2.0],2.0,1,3,ημ,3
814874059,47133851,Διαμέρισμα 73 τ.μ.,Αθήνα (Ζάππειο),780.0,11,73 τ.μ.,,['5'],1.0,1.0,πριν από 3 ημέρες,2023-06-01,37.967667,23.732023,KW Athens Center ,1866478.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814874059/athhna-zappeio-780-73,Αθήνα,Ζάππειο,Διαμέρισμα,73.0,10.684931506849315,[5.0],5.0,1,3,ημ,3
815033769,47141118,Διαμέρισμα 55 τ.μ.,Αθήνα (Γούβα),480.0,9,55 τ.μ.,1980.0,['4'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,37.960112,23.743551,Kiklos,1855390.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815033769/athhna-goyva-480-55,Αθήνα,Γούβα,Διαμέρισμα,55.0,8.727272727272727,[4.0],4.0,1,2,ημ,2
814949871,47137983,Διαμέρισμα 65 τ.μ.,Αθήνα (Κάτω Πατήσια),500.0,8,65 τ.μ.,1970.0,['1'],2.0,1.0,πριν από 3 ημέρες,2023-06-01,38.00948,23.72459,One Real Estate,1168303.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814949871/athhna-katw-pathsia-500-65,Αθήνα,Κάτω Πατήσια,Διαμέρισμα,65.0,7.6923076923076925,[1.0],1.0,1,3,ημ,3
814937297,47137110,Διαμέρισμα 30 τ.μ.,Αθήνα (Κολοκυνθού),350.0,12,30 τ.μ.,1965.0,['4'],1.0,1.0,πριν από 3 ημέρες,2023-06-01,38.00178,23.707833,,377958.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814937297/athhna-kolokynthoy-350-30,Αθήνα,Κολοκυνθού,Διαμέρισμα,30.0,11.666666666666666,[4.0],4.0,1,3,ημ,3
814131699,47101061,Διαμέρισμα 38 τ.μ.,Αθήνα (Πλατεία Αττικής),300.0,8,38 τ.μ.,1970.0,['3'],1.0,1.0,πριν από 2 εβδομάδες,2023-06-01,37.992169,23.724107,,2264742.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814131699/athhna-plateia-attikhs-300-38,Αθήνα,Πλατεία Αττικής,Διαμέρισμα,38.0,7.894736842105263,[3.0],3.0,1,2,εβ,14
814746203,47129677,Διαμέρισμα 48 τ.μ.,Αθήνα (Χίλτον),420.0,9,48 τ.μ.,1980.0,['0'],1.0,1.0,πριν από 5 ημέρες,2023-06-01,37.978119,23.756016,Find,1881978.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814746203/athhna-chilton-420-48,Αθήνα,Χίλτον,Διαμέρισμα,48.0,8.75,[0.0],0.0,1,5,ημ,5
815038666,47141530,Διαμέρισμα 65 τ.μ.,Αθήνα (Κολωνάκι),850.0,13,65 τ.μ.,1978.0,['2'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,37.97769574616222,23.747232374645066,Planet Homes,400885.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815038666/athhna-kolwnaki-850-65,Αθήνα,Κολωνάκι,Διαμέρισμα,65.0,13.076923076923077,[2.0],2.0,1,2,ημ,2
814373342,47112206,Διαμέρισμα 63 τ.μ.,Αθήνα (Βοτανικός),600.0,10,63 τ.μ.,1985.0,['4'],1.0,1.0,πριν από 1 εβδομάδα,2023-06-01,37.98049869364776,23.70583064707377,,1356225.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814373342/athhna-votanikos-600-63,Αθήνα,Βοτανικός,Διαμέρισμα,63.0,9.523809523809524,[4.0],4.0,1,1,εβ,7
814564160,47120621,Διαμέρισμα 49 τ.μ.,Αθήνα (Μενιδιάτικα),600.0,12,49 τ.μ.,1975.0,['1'],1.0,1.0,πριν από 1 εβδομάδα,2023-06-01,38.014022,23.756087,Τζαφέρης Εμμανουήλ,1760143.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814564160/athhna-menidiatika-600-49,Αθήνα,Μενιδιάτικα,Διαμέρισμα,49.0,12.244897959183673,[1.0],1.0,1,1,εβ,7
813608555,47063813,Διαμέρισμα 85 τ.μ.,Αθήνα (Προφήτης Ηλίας),580.0,7,85 τ.μ.,1975.0,['1'],2.0,1.0,πριν από 3 εβδομάδες,2023-06-01,37.965573392972274,23.74803240348186,Futurestate,220304.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/813608555/athhna-profhths-hlias-580-85,Αθήνα,Προφήτης Ηλίας,Διαμέρισμα,85.0,6.823529411764706,[1.0],1.0,1,3,εβ,21
815052580,47142980,Διαμέρισμα 37 τ.μ.,Αθήνα (Άγιος Λουκάς),350.0,9,37 τ.μ.,1970.0,['0.5'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,38.014561,23.738463,Houseplan Real Estate,1285292.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815052580/athhna-agios-loykas-350-37,Αθήνα,Άγιος Λουκάς,Διαμέρισμα,37.0,9.45945945945946,[0.5],0.5,1,2,ημ,2
815036808,47141326,Διαμέρισμα 55 τ.μ.,Αθήνα (Γκύζη),450.0,8,55 τ.μ.,,['1'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,37.991573,23.748466,Bargaingreece,1925641.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815036808/athhna-gkyzh-450-55,Αθήνα,Γκύζη,Διαμέρισμα,55.0,8.181818181818182,[1.0],1.0,1,2,ημ,2
814746242,47129684,Διαμέρισμα 72 τ.μ.,Αθήνα (Πολύγωνο),600.0,8,72 τ.μ.,,['1'],1.0,,πριν από 5 ημέρες,2023-06-01,37.9951545202698,23.755281595884288,,1983885.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814746242/athhna-polygwno-600-72,Αθήνα,Πολύγωνο,Διαμέρισμα,72.0,8.333333333333334,[1.0],1.0,1,5,ημ,5
815002411,47139366,Διαμέρισμα 79 τ.μ.,Αθήνα (Πλατεία Αμερικής),470.0,6,79 τ.μ.,1968.0,['2'],2.0,1.0,πριν από 2 ημέρες,2023-06-01,38.00039394808908,23.7281147851489,Homesphere Investment ,2038273.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815002411/athhna-plateia-amerikhs-470-79,Αθήνα,Πλατεία Αμερικής,Διαμέρισμα,79.0,5.949367088607595,[2.0],2.0,1,2,ημ,2
814449125,47116449,Διαμέρισμα 35 τ.μ.,Αθήνα (Προφήτης Ηλίας),400.0,11,35 τ.μ.,1970.0,['1'],1.0,1.0,πριν από 1 εβδομάδα,2023-06-01,37.963913,23.746695,Lodestar Real Estate,716955.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814449125/athhna-profhths-hlias-400-35,Αθήνα,Προφήτης Ηλίας,Διαμέρισμα,35.0,11.428571428571429,[1.0],1.0,1,1,εβ,7
814713934,47128755,Διαμέρισμα 81 τ.μ.,Αθήνα (Άγιος Σώστης),800.0,10,81 τ.μ.,2008.0,['6'],2.0,1.0,πριν από 6 ημέρες,2023-06-01,37.95534774665138,23.719180562120613,HBG Real Estate,686706.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814713934/athhna-agios-swsths-800-81,Αθήνα,Άγιος Σώστης,Διαμέρισμα,81.0,9.876543209876543,[6.0],6.0,1,6,ημ,6
814993451,47138877,Διαμέρισμα 45 τ.μ.,Αθήνα (Άνω Πατήσια),400.0,9,45 τ.μ.,1978.0,['1'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,38.019612,23.731734,Seven Real Estate,1445959.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814993451/athhna-anw-pathsia-400-45,Αθήνα,Άνω Πατήσια,Διαμέρισμα,45.0,8.88888888888889,[1.0],1.0,1,2,ημ,2
815006903,47139648,Διαμέρισμα 35 τ.μ.,Αθήνα (Άγιος Νικόλαος),350.0,10,35 τ.μ.,,['-0.5'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,38.0096447294389,23.731388682778874,,1066356.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815006903/athhna-agios-nikolaos-350-35,Αθήνα,Άγιος Νικόλαος,Διαμέρισμα,35.0,10.0,[-0.5],-0.5,1,2,ημ,2
815030275,47140859,Διαμέρισμα 47 τ.μ.,Αθήνα (Κολωνός),420.0,9,47 τ.μ.,1968.0,['1'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,37.99846837489272,23.7170251023838,,2165675.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815030275/athhna-kolwnos-420-47,Αθήνα,Κολωνός,Διαμέρισμα,47.0,8.936170212765957,[1.0],1.0,1,2,ημ,2
815034397,47141155,Διαμέρισμα 75 τ.μ.,Αθήνα (Νιρβάνα),550.0,7,75 τ.μ.,,['0.5'],2.0,1.0,πριν από 2 ημέρες,2023-06-01,38.003546421155065,23.724979466816084,,1780342.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815034397/athhna-nirvana-550-75,Αθήνα,Νιρβάνα,Διαμέρισμα,75.0,7.333333333333333,[0.5],0.5,1,2,ημ,2
814686698,47126396,Διαμέρισμα 49 τ.μ.,Αθήνα (Κυνοσάργους),550.0,11,49 τ.μ.,,['2'],1.0,1.0,πριν από 6 ημέρες,2023-06-01,37.954256747941976,23.72842924806227,,1567659.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814686698/athhna-kynosargoys-550-49,Αθήνα,Κυνοσάργους,Διαμέρισμα,49.0,11.224489795918368,[2.0],2.0,1,6,ημ,6
814929368,47136673,Διαμέρισμα 125 τ.μ.,Αθήνα (Νέα Φιλοθέη),1000.0,8,125 τ.μ.,,['1'],3.0,1.0,πριν από 3 ημέρες,2023-06-01,37.99776716402107,23.76543061732693,Proval,2192195.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814929368/athhna-nea-filotheh-1000-125,Αθήνα,Νέα Φιλοθέη,Διαμέρισμα,125.0,8.0,[1.0],1.0,1,3,ημ,3
814819255,47132712,Διαμέρισμα 85 τ.μ.,Αθήνα (Κάτω Πατήσια),699.0,8,85 τ.μ.,2000.0,['4'],2.0,,πριν από 4 ημέρες,2023-06-01,38.01232708390263,23.725525457390624,,968180.0,458221.0,https://www.xe.gr/property/d/enoikiaseis-katoikion/814819255/athhna-katw-pathsia-699-85,Αθήνα,Κάτω Πατήσια,Διαμέρισμα,85.0,8.223529411764705,[4.0],4.0,1,4,ημ,4
815001705,47139323,Διαμέρισμα 13 τ.μ.,Αθήνα (Νεάπολη),280.0,22,13 τ.μ.,1970.0,['4'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,37.988956,23.742365,Α. Kouniaki Estate ,319552.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815001705/athhna-neapolh-280-13,Αθήνα,Νεάπολη,Διαμέρισμα,13.0,21.53846153846154,[4.0],4.0,1,2,ημ,2
814581590,47121480,Διαμέρισμα 50 τ.μ.,Αθήνα (Νέα Κυψέλη),318.0,6,50 τ.μ.,1969.0,['1'],1.0,1.0,πριν από 1 εβδομάδα,2023-06-01,38.00212817873259,23.745551513750407,,2266121.0,456067.0,https://www.xe.gr/property/d/enoikiaseis-katoikion/814581590/athhna-nea-kypselh-318-50,Αθήνα,Νέα Κυψέλη,Διαμέρισμα,50.0,6.36,[1.0],1.0,1,1,εβ,7
814823684,47132928,Διαμέρισμα 50 τ.μ.,Αθήνα (Πολύγωνο),350.0,7,50 τ.μ.,1975.0,['5'],1.0,1.0,πριν από 4 ημέρες,2023-06-01,37.99742899962728,23.750686716027754,,2263910.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814823684/athhna-polygwno-350-50,Αθήνα,Πολύγωνο,Διαμέρισμα,50.0,7.0,[5.0],5.0,1,4,ημ,4
814585851,47121874,Διαμέρισμα 65 τ.μ.,Αθήνα (Ιπποκράτους),530.0,8,65 τ.μ.,1975.0,['1'],1.0,1.0,πριν από 1 εβδομάδα,2023-06-01,37.985825944619805,23.74235777832629,,415536.0,455699.0,https://www.xe.gr/property/d/enoikiaseis-katoikion/814585851/athhna-ippokratoys-530-65,Αθήνα,Ιπποκράτους,Διαμέρισμα,65.0,8.153846153846153,[1.0],1.0,1,1,εβ,7
814842096,47133486,Διαμέρισμα 80 τ.μ.,Αθήνα (Κολωνάκι),1960.0,25,80 τ.μ.,1966.0,['2'],2.0,2.0,πριν από 4 ημέρες,2023-06-01,37.97952,23.749266,BLUEGROUND REAL ESTATE,1220409.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814842096/athhna-kolwnaki-1960-80,Αθήνα,Κολωνάκι,Διαμέρισμα,80.0,24.5,[2.0],2.0,1,4,ημ,4
814839698,47133449,Διαμέρισμα 54 τ.μ.,Αθήνα (Νεάπολη),450.0,8,54 τ.μ.,1971.0,['3'],2.0,1.0,πριν από 4 ημέρες,2023-06-01,37.98909791804134,23.74358147586842,,456904.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814839698/athhna-neapolh-450-54,Αθήνα,Νεάπολη,Διαμέρισμα,54.0,8.333333333333334,[3.0],3.0,1,4,ημ,4
814649436,47124799,Διαμέρισμα 51 τ.μ.,Αθήνα (Νέος Κόσμος),670.0,13,51 τ.μ.,2009.0,['4'],1.0,1.0,πριν από 6 ημέρες,2023-06-01,37.95982567871241,23.72986734949992,,2089409.0,459440.0,https://www.xe.gr/property/d/enoikiaseis-katoikion/814649436/athhna-neos-kosmos-670-51,Αθήνα,Νέος Κόσμος,Διαμέρισμα,51.0,13.137254901960784,[4.0],4.0,1,6,ημ,6
814660610,47125231,Διαμέρισμα 60 τ.μ.,Αθήνα (Νιρβάνα),550.0,9,60 τ.μ.,1975.0,['4'],2.0,1.0,πριν από 6 ημέρες,2023-06-01,38.00503606938542,23.725015532148586,The Rooftop Athens,1993498.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814660610/athhna-nirvana-550-60,Αθήνα,Νιρβάνα,Διαμέρισμα,60.0,9.166666666666666,[4.0],4.0,1,6,ημ,6
814824297,47132931,Διαμέρισμα 50 τ.μ.,Αθήνα (Γκύζη),450.0,9,50 τ.μ.,,['3'],1.0,,πριν από 4 ημέρες,2023-06-01,37.990767,23.741935,,1404944.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814824297/athhna-gkyzh-450-50,Αθήνα,Γκύζη,Διαμέρισμα,50.0,9.0,[3.0],3.0,1,4,ημ,4
814877877,47134002,Διαμέρισμα 55 τ.μ.,Αθήνα (Άγιος Νικόλαος),380.0,7,55 τ.μ.,1960.0,['2'],1.0,1.0,πριν από 3 ημέρες,2023-06-01,38.00854551602991,23.731260254356737,,1901090.0,459967.0,https://www.xe.gr/property/d/enoikiaseis-katoikion/814877877/athhna-agios-nikolaos-380-55,Αθήνα,Άγιος Νικόλαος,Διαμέρισμα,55.0,6.909090909090909,[2.0],2.0,1,3,ημ,3
814938511,47137176,Διαμέρισμα 39 τ.μ.,Αθήνα (Νέος Κόσμος),360.0,9,39 τ.μ.,1969.0,['0'],,1.0,πριν από 3 ημέρες,2023-06-01,37.960683,23.726132,Greekorner Real Estate,26576.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814938511/athhna-neos-kosmos-360-39,Αθήνα,Νέος Κόσμος,Διαμέρισμα,39.0,9.23076923076923,[0.0],0.0,1,3,ημ,3
814299805,47108869,Διαμέρισμα 75 τ.μ.,Αθήνα (Γκύζη),700.0,9,75 τ.μ.,1981.0,['4'],2.0,1.0,πριν από 1 εβδομάδα,2023-06-01,37.994449552242976,23.747973126759508,,2265298.0,457531.0,https://www.xe.gr/property/d/enoikiaseis-katoikion/814299805/athhna-gkyzh-700-75,Αθήνα,Γκύζη,Διαμέρισμα,75.0,9.333333333333334,[4.0],4.0,1,1,εβ,7
815050569,47142822,Διαμέρισμα 34 τ.μ.,Αθήνα (Αγία Παρασκευή),300.0,9,34 τ.μ.,1967.0,['0.5'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,38.013913,23.733394,,988005.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815050569/athhna-agia-paraskeyh-300-34,Αθήνα,Αγία Παρασκευή,Διαμέρισμα,34.0,8.823529411764707,[0.5],0.5,1,2,ημ,2
815008662,47139718,Διαμέρισμα 35 τ.μ.,Αθήνα (Άγιος Νικόλαος),350.0,10,35 τ.μ.,,['-0.5'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,38.00758391895638,23.73049616839569,,1066356.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815008662/athhna-agios-nikolaos-350-35,Αθήνα,Άγιος Νικόλαος,Διαμέρισμα,35.0,10.0,[-0.5],-0.5,1,2,ημ,2
814599471,47122621,Διαμέρισμα 80 τ.μ.,Αθήνα (Άγιος Αρτέμιος),750.0,9,80 τ.μ.,1970.0,['1'],2.0,1.0,πριν από 1 εβδομάδα,2023-06-01,37.959824,23.739687,Grand Estate,1729859.0,455991.0,https://www.xe.gr/property/d/enoikiaseis-katoikion/814599471/athhna-agios-artemios-750-80,Αθήνα,Άγιος Αρτέμιος,Διαμέρισμα,80.0,9.375,[1.0],1.0,1,1,εβ,7
813033973,47028141,Διαμέρισμα 120 τ.μ.,Αθήνα (Κυψέλη),500.0,4,120 τ.μ.,1960.0,['3'],3.0,1.0,πριν από 4 εβδομάδες,2023-06-01,38.001654,23.741143,Οικιστική Δόξας Χρήστος,217083.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/813033973/athhna-kypselh-500-120,Αθήνα,Κυψέλη,Διαμέρισμα,120.0,4.166666666666667,[3.0],3.0,1,4,εβ,28
814593154,47122155,Διαμέρισμα 65 τ.μ.,Αθήνα (Χίλτον),870.0,13,65 τ.μ.,1965.0,['2'],2.0,1.0,πριν από 1 εβδομάδα,2023-06-01,37.97674570673708,23.75153740050841,Re Hive,542410.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814593154/athhna-chilton-870-65,Αθήνα,Χίλτον,Διαμέρισμα,65.0,13.384615384615385,[2.0],2.0,1,1,εβ,7
814295111,47108199,Διαμέρισμα 30 τ.μ.,Αθήνα (Γκύζη),300.0,10,30 τ.μ.,1975.0,['-0.5'],1.0,1.0,πριν από 1 εβδομάδα,2023-06-01,37.98943930213056,23.74978483730281,Kazakos Real Estate,1831120.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814295111/athhna-gkyzh-300-30,Αθήνα,Γκύζη,Διαμέρισμα,30.0,10.0,[-0.5],-0.5,1,1,εβ,7
815044002,47141957,Διαμέρισμα 76 τ.μ.,Αθήνα (Άγιος Παντελεήμονας),550.0,7,76 τ.μ.,,['1'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,37.998399,23.724912,,1341870.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815044002/athhna-agios-pantelehmonas-550-76,Αθήνα,Άγιος Παντελεήμονας,Διαμέρισμα,76.0,7.2368421052631575,[1.0],1.0,1,2,ημ,2
814267004,47106356,Διαμέρισμα 65 τ.μ.,Αθήνα (Κάτω Πετράλωνα),690.0,11,65 τ.μ.,,['1'],2.0,1.0,πριν από 1 εβδομάδα,2023-06-01,37.972885949449534,23.708411050425635,,1451733.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814267004/athhna-katw-petralwna-690-65,Αθήνα,Κάτω Πετράλωνα,Διαμέρισμα,65.0,10.615384615384615,[1.0],1.0,1,1,εβ,7
814130673,47100865,Διαμέρισμα 65 τ.μ.,Αθήνα (Ιλίσια),650.0,10,65 τ.μ.,1974.0,['3'],1.0,1.0,πριν από 2 εβδομάδες,2023-06-01,37.97264130213059,23.75540481147715,,1007642.0,459679.0,https://www.xe.gr/property/d/enoikiaseis-katoikion/814130673/athhna-ilisia-650-65,Αθήνα,Ιλίσια,Διαμέρισμα,65.0,10.0,[3.0],3.0,1,2,εβ,14
814696608,47127105,Διαμέρισμα 100 τ.μ.,Αθήνα (Νέος Κόσμος),700.0,7,100 τ.μ.,1970.0,['2'],3.0,1.0,πριν από 6 ημέρες,2023-06-01,37.960531,23.731167,Lodestar Real Estate,716955.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814696608/athhna-neos-kosmos-700-100,Αθήνα,Νέος Κόσμος,Διαμέρισμα,100.0,7.0,[2.0],2.0,1,6,ημ,6
814496232,47117748,Διαμέρισμα 50 τ.μ.,Αθήνα (Κυψέλη),450.0,9,50 τ.μ.,1958.0,['4'],,,πριν από 1 εβδομάδα,2023-06-01,38.001827,23.742528,ARC Real Estate,214338.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814496232/athhna-kypselh-450-50,Αθήνα,Κυψέλη,Διαμέρισμα,50.0,9.0,[4.0],4.0,1,1,εβ,7
814931813,47136795,Διαμέρισμα 50 τ.μ.,Αθήνα (Κυψέλη),350.0,7,50 τ.μ.,1975.0,['1'],1.0,1.0,πριν από 3 ημέρες,2023-06-01,37.99957372586036,23.73603771896976,Vanguard and Trust Properties,2169922.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814931813/athhna-kypselh-350-50,Αθήνα,Κυψέλη,Διαμέρισμα,50.0,7.0,[1.0],1.0,1,3,ημ,3
814156111,47102066,Διαμέρισμα 50 τ.μ.,Αθήνα (Γούβα),580.0,12,50 τ.μ.,1971.0,['3'],2.0,1.0,πριν από 2 εβδομάδες,2023-06-01,37.95789398382693,23.738975477845816,,1824370.0,453141.0,https://www.xe.gr/property/d/enoikiaseis-katoikion/814156111/athhna-goyva-580-50,Αθήνα,Γούβα,Διαμέρισμα,50.0,11.6,[3.0],3.0,1,2,εβ,14
814885373,47134747,Διαμέρισμα 70 τ.μ.,Αθήνα (Άγιος Νικόλαος),420.0,6,70 τ.μ.,1975.0,['4'],1.0,1.0,πριν από 3 ημέρες,2023-06-01,38.0106592960097,23.730766205494188,,1002324.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814885373/athhna-agios-nikolaos-420-70,Αθήνα,Άγιος Νικόλαος,Διαμέρισμα,70.0,6.0,[4.0],4.0,1,3,ημ,3
814268435,47106443,Διαμέρισμα 116 τ.μ.,Αθήνα (Παγκράτι),930.0,8,116 τ.μ.,1976.0,['2'],3.0,2.0,πριν από 1 εβδομάδα,2023-06-01,37.97297692235874,23.74721235174835,,1410883.0,454205.0,https://www.xe.gr/property/d/enoikiaseis-katoikion/814268435/athhna-pagkrati-930-116,Αθήνα,Παγκράτι,Διαμέρισμα,116.0,8.017241379310345,[2.0],2.0,1,1,εβ,7
814687629,47126519,Διαμέρισμα 65 τ.μ.,Αθήνα (Πλατεία Αττικής),380.0,6,65 τ.μ.,1983.0,['4'],1.0,1.0,πριν από 6 ημέρες,2023-06-01,37.99968704726652,23.72098563338589,Energy Real Estate,2203409.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814687629/athhna-plateia-attikhs-380-65,Αθήνα,Πλατεία Αττικής,Διαμέρισμα,65.0,5.846153846153846,[4.0],4.0,1,6,ημ,6
814419431,47114880,Διαμέρισμα 63 τ.μ.,Αθήνα (Παγκράτι),790.0,13,63 τ.μ.,1972.0,['0'],2.0,1.0,πριν από 1 εβδομάδα,2023-06-01,37.971164,23.743165,KW Athens Center ,1866478.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814419431/athhna-pagkrati-790-63,Αθήνα,Παγκράτι,Διαμέρισμα,63.0,12.53968253968254,[0.0],0.0,1,1,εβ,7
814696463,47127076,Διαμέρισμα 54 τ.μ.,Αθήνα (Ελληνορώσων),650.0,12,54 τ.μ.,1980.0,['3'],2.0,1.0,πριν από 6 ημέρες,2023-06-01,37.997990472352456,23.77320028542087,Akinita Lachanas,1685097.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814696463/athhna-ellhnorwswn-650-54,Αθήνα,Ελληνορώσων,Διαμέρισμα,54.0,12.037037037037036,[3.0],3.0,1,6,ημ,6
814123000,47099999,Διαμέρισμα 105 τ.μ.,Αθήνα (Κουντουριώτικα),700.0,7,105 τ.μ.,,['1'],3.0,2.0,πριν από 2 εβδομάδες,2023-06-01,37.993742,23.754084,Sartzis Realty Group,1884242.0,452853.0,https://www.xe.gr/property/d/enoikiaseis-katoikion/814123000/athhna-koyntoyriwtika-700-105,Αθήνα,Κουντουριώτικα,Διαμέρισμα,105.0,6.666666666666667,[1.0],1.0,1,2,εβ,14
815046512,47142310,Διαμέρισμα 17 τ.μ.,Αθήνα (Πλατεία Αμερικής),200.0,12,17 τ.μ.,1975.0,['5'],1.0,1.0,πριν από 2 ημέρες,2023-06-01,38.004772,23.731885,,2267551.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/815046512/athhna-plateia-amerikhs-200-17,Αθήνα,Πλατεία Αμερικής,Διαμέρισμα,17.0,11.764705882352942,[5.0],5.0,1,2,ημ,2
814761530,47130461,Διαμέρισμα 71 τ.μ.,Αθήνα (Παγκράτι),400.0,6,71 τ.μ.,1964.0,['1'],2.0,1.0,πριν από 5 ημέρες,2023-06-01,37.966443999627685,23.755143590769663,,339039.0,,https://www.xe.gr/property/d/enoikiaseis-katoikion/814761530/athhna-pagkrati-400-71,Αθήνα,Παγκράτι,Διαμέρισμα,71.0,5.633802816901408,[1.0],1.0,1,5,ημ,5
